Order ID,Customer ID,Order Date,Product ID,Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost
MX-2011-140900,AS-10045,2011-10-18,TEC-CO-10000771,Technology,"Canon Wireless Fax, Laser",755.81,3,0.00,195.35,232.42
SF-2012-9560,TT-11220,2012-04-25,FUR-BUS-10001781,Furniture,"Bush Library with Doors, Metal",2182.68,6,0.00,327.24,232.24
IN-2012-58887,AH-10195,2012-08-31,TEC-PH-10002601,Technology,"Motorola Smart Phone, Cordless",1285.56,2,0.00,51.42,232.17
MX-2012-103618,KH-6630,2012-04-18,TEC-PH-10003560,Technology,"Cisco Audio Dock, Cordless",1479.36,12,0.00,103.44,231.96
US-2013-156713,AA-10645,2013-12-20,FUR-TA-10000927,Furniture,"Bevis Conference Table, Fully Assembled",740.18,3,0.60,-407.14,231.52
IT-2013-4063561,JL-15130,2013-04-06,TEC-MA-10000433,Technology,"Epson Inkjet, Durable",1533.15,5,0.00,505.8,231.35
SA-2012-730,KM-6375,2012-06-25,FUR-BAR-10002449,Furniture,"Barricks Training Table, Adjustable Height",2563.92,8,0.00,820.32,231.32
IN-2012-59916,LS-16975,2012-08-16,TEC-PH-10001670,Technology,"Motorola Smart Phone, Full Size",2897.91,5,0.10,901.56,231.16
ID-2014-43494,KL-16645,2014-08-14,OFF-AP-10002312,Office Supplies,"KitchenAid Refrigerator, Black",1582.11,6,0.50,-886.05,231.11
US-2014-109316,EH-14185,2014-09-06,FUR-BO-10004834,Furniture,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1497.67,2,0.15,140.96,231.11
MX-2013-109883,KW-6570,2013-03-09,TEC-PH-10002867,Technology,"Cisco Smart Phone, with Caller ID",2616.96,6,0.00,26.16,230.47
ES-2014-1753356,DB-3060,2014-05-29,FUR-TA-10004524,Furniture,"Bevis Round Table, with Bottom Storage",1399.11,3,0.10,108.78,230.35
ES-2013-3667448,FA-14230,2013-06-24,TEC-CO-10001926,Technology,"Hewlett Wireless Fax, Laser",3421.71,9,0.00,1060.56,230.04
CA-2011-128146,JF-15565,2011-06-21,TEC-PH-10004539,Technology,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7,0.00,357.19,229.09
MX-2014-115105,LO-7170,2014-08-05,TEC-PH-10003870,Technology,"Samsung Signal Booster, VoIP",820.08,9,0.00,98.28,229.09
US-2013-164196,KB-6315,2013-12-11,FUR-TA-10001950,Furniture,Balt Solid Wood Round Tables,2678.94,6,0.00,241.1,228.95
IR-2014-7440,BS-11755,2014-02-13,FUR-SAU-10004221,Furniture,"Sauder Corner Shelving, Mobile",1198.56,8,0.00,359.52,228.94
ID-2014-48849,RB-19465,2014-11-28,FUR-TA-10000226,Furniture,"Chromcraft Conference Table, with Bottom Storage",1832.61,3,0.30,-445.11,228.89
ES-2012-2212320,HF-14995,2012-08-24,FUR-BO-10003991,Furniture,"Bush Classic Bookcase, Traditional",1857.06,5,0.10,639.51,228.78
CG-2014-80,MP-17965,2014-02-08,FUR-SAF-10003469,Furniture,"Safco Classic Bookcase, Traditional",1752.6,4,0.00,455.64,228.7
IN-2013-60700,JJ-15445,2013-11-28,FUR-TA-10001889,Furniture,"Bevis Conference Table, Fully Assembled",1850.46,2,0.00,259.02,228.37
IN-2011-12043,LC-17140,2011-08-19,FUR-CH-10002250,Furniture,"Office Star Executive Leather Armchair, Black",2337.15,5,0.00,1098.45,228.16
ES-2014-5791774,TT-11070,2014-03-13,FUR-BO-10003881,Furniture,"Sauder Floating Shelf Set, Mobile",788.4,4,0.00,291.6,228.13
ES-2013-2409754,BF-11020,2013-04-04,TEC-MA-10003780,Technology,"Epson Card Printer, White",715.53,5,0.15,100.98,227.85
CA-2014-116680,ES-14080,2014-05-09,FUR-TA-10001771,Furniture,"Bush Cubix Conference Tables, Fully Assembled",1478.27,8,0.20,92.39,227.79
IN-2014-47806,FC-14335,2014-05-17,FUR-TA-10001360,Furniture,"Bevis Round Table, Rectangular",3094.56,6,0.00,1423.44,227.67
MX-2013-156062,TS-21160,2013-04-23,TEC-CO-10000262,Technology,"Brother Ink, Laser",882.03,9,0.00,148.35,227.63
CA-2014-157966,RE-9450,2014-03-14,TEC-CO-10001449,Technology,Hewlett Packard LaserJet 3310 Copier,959.98,2,0.20,335.99,227.5
ID-2012-38363,JC-15340,2012-09-14,FUR-TA-10000299,Furniture,"Lesro Round Table, Adjustable Height",953.82,3,0.30,-81.81,227.19
IN-2014-76016,MH-17785,2014-09-26,FUR-BO-10004043,Furniture,"Dania Classic Bookcase, Metal",2871.54,7,0.00,57.33,227.14
IN-2012-45909,RF-19840,2012-05-10,TEC-PH-10000030,Technology,"Samsung Smart Phone, with Caller ID",2544.6,4,0.00,865.08,226.81
ID-2014-79257,PG-18820,2014-10-29,TEC-MA-10000606,Technology,"Okidata Printer, White",886.14,4,0.17,106.74,226.8
ID-2011-74175,DO-13645,2011-11-23,TEC-MA-10004553,Technology,"Epson Receipt Printer, Red",473.85,5,0.17,-5.85,226.73
IV-2014-5230,SC-10305,2014-10-12,TEC-BRO-10000374,Technology,"Brother Ink, Laser",1767.6,12,0.00,0,226.68
MX-2011-130008,TN-21040,2011-09-12,FUR-BO-10001356,Furniture,"Ikea Library with Doors, Mobile",780.61,4,0.20,-0.03,226.63
CA-2013-165330,DR-12880,2013-12-12,FUR-TA-10004619,Furniture,Hon Non-Folding Utility Tables,892.14,7,0.20,111.52,226.26
ES-2013-1247278,EB-3975,2013-12-17,OFF-AP-10000330,Office Supplies,"Hamilton Beach Stove, Red",2711.7,5,0.00,1220.25,226.25
ES-2014-5218647,NS-8505,2014-04-14,OFF-AP-10004183,Office Supplies,"Breville Microwave, Red",2111.97,7,0.00,190.05,225.84
ID-2014-61526,SF-20065,2014-12-20,FUR-CH-10003846,Furniture,"Office Star Swivel Stool, Set of Two",1189.28,9,0.25,-396.43,225.78
IN-2013-10811,RA-19285,2013-09-17,TEC-PH-10003713,Technology,"Nokia Smart Phone, Cordless",1908.45,3,0.00,534.33,225.58
CA-2013-101546,LT-17110,2013-12-19,OFF-BI-10001359,Office Supplies,GBC DocuBind TL300 Electric Binding System,1793.98,2,0.00,843.17,225.42
CA-2014-154410,BF-11170,2014-10-22,OFF-ST-10002743,Office Supplies,SAFCO Boltless Steel Shelving,909.12,8,0.00,9.09,225.16
ID-2012-31118,AR-825,2012-12-26,FUR-TA-10002972,Furniture,"Barricks Computer Table, Fully Assembled",1854.93,9,0.57,-1294.35,225.02
IN-2013-65677,SD-20485,2013-11-10,TEC-MA-10004502,Technology,"Epson Inkjet, Wireless",924.66,3,0.00,397.53,225
ID-2012-39875,GW-4605,2012-04-25,FUR-TA-10002527,Furniture,"Barricks Round Table, Fully Assembled",1760.43,5,0.30,-326.97,224.8
RS-2014-5930,DB-13120,2014-06-23,TEC-SAM-10000765,Technology,"Samsung Signal Booster, Full Size",827.28,6,0.00,397.08,224.64
MX-2012-134355,JC-5775,2012-11-28,OFF-AP-10001041,Office Supplies,"Hoover Stove, White",1510.96,5,0.20,509.86,224.28
IN-2014-52636,ND-8460,2014-06-27,TEC-CO-10004404,Technology,"Brother Copy Machine, High-Speed",2098.32,8,0.00,860.16,224.28
MX-2014-120159,TC-11295,2014-06-26,FUR-TA-10003307,Furniture,"Barricks Conference Table, Fully Assembled",1938.24,4,0.20,-96.96,223.81
ES-2012-5183060,DM-2955,2012-09-17,TEC-MA-10004534,Technology,"Konica Printer, Wireless",803.52,5,0.40,-495.63,223.78
IN-2013-55170,PJ-9015,2013-11-28,FUR-CH-10002872,Furniture,"SAFCO Executive Leather Armchair, Adjustable",1391.76,3,0.00,97.38,223.52
CA-2014-115882,JH-5820,2014-09-15,OFF-AP-10002534,Office Supplies,3.6 Cubic Foot Counter Height Office Refrigerator,942.78,4,0.20,94.28,223.51
ID-2014-19498,ME-18010,2014-07-23,OFF-ST-10004315,Office Supplies,"Rogers Lockers, Blue",952.29,5,0.10,-53.01,223.43
ES-2014-2411166,AH-10690,2014-04-09,FUR-BO-10004630,Furniture,"Ikea Library with Doors, Mobile",2927.28,8,0.00,146.16,223.41
US-2012-127040,RD-19660,2012-06-12,TEC-AC-10002637,Technology,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,9,0.00,97.19,223.31
CA-2013-157791,CD-1980,2013-12-24,TEC-CO-10002095,Technology,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,4,0.00,899.98,223.21
IN-2014-61967,CL-2565,2014-01-18,OFF-AP-10003963,Office Supplies,"Breville Microwave, Silver",2117.22,14,0.50,-1736.28,223.13
CA-2012-143105,MO-7800,2012-10-12,TEC-CO-10002095,Technology,Hewlett Packard 610 Color Digital Copier / Printer,799.98,2,0.20,250,223.13
ID-2014-29655,CR-2580,2014-06-26,FUR-CH-10003950,Furniture,"Novimex Executive Leather Armchair, Black",2747.7,6,0.00,82.26,222.78
IN-2012-12589,TC-10980,2012-01-26,FUR-BO-10000666,Furniture,"Ikea 3-Shelf Cabinet, Mobile",1014.72,7,0.00,141.96,222.52
IN-2012-46952,RD-9900,2012-07-07,TEC-PH-10001725,Technology,"Motorola Speaker Phone, Cordless",1591.56,12,0.00,79.56,222.4
MX-2011-126375,CS-12250,2011-11-28,TEC-MA-10003400,Technology,"Panasonic Printer, Durable",533.22,3,0.00,69.3,222.05
MX-2014-165680,CH-12070,2014-11-27,TEC-PH-10000018,Technology,"Nokia Smart Phone, Full Size",2124.5,5,0.00,488.6,221.92
ID-2012-61449,JF-15355,2012-07-12,OFF-ST-10004315,Office Supplies,"Rogers Lockers, Blue",1053.87,6,0.17,-152.49,221.64
CA-2012-159534,AS-135,2012-03-20,OFF-BI-10003656,Office Supplies,Fellowes PB200 Plastic Comb Binding Machine,1087.94,8,0.20,353.58,221.62
ES-2012-3820035,SP-20620,2012-12-17,TEC-MA-10003557,Technology,"Panasonic Inkjet, Durable",1248.84,4,0.00,249.72,221.58
MX-2013-163580,EC-14050,2013-11-19,FUR-BO-10004113,Furniture,"Sauder Classic Bookcase, Pine",2040.92,7,0.00,959.14,221.05
IT-2014-3941500,IG-5085,2014-02-09,OFF-ST-10003785,Office Supplies,"Eldon Lockers, Blue",1068.71,6,0.10,-0.13,220.97
MX-2014-116337,TB-21355,2014-05-16,FUR-BO-10000624,Furniture,"Safco Classic Bookcase, Metal",875.22,3,0.00,139.98,220.77
IN-2013-33232,MH-17620,2013-05-11,TEC-AC-10002719,Technology,"Enermax Router, Programmable",1403.08,6,0.10,296.08,220.54
PL-2011-3590,GT-14755,2011-07-11,FUR-SAU-10004653,Furniture,"Sauder Classic Bookcase, Traditional",1743.96,4,0.00,714.96,220.39
IZ-2013-740,DF-13135,2013-09-04,TEC-KON-10000837,Technology,"Konica Printer, Durable",1071.84,4,0.00,310.8,220.3
IT-2014-3149554,AS-240,2014-12-06,TEC-MA-10000461,Technology,"Epson Inkjet, Wireless",925.02,5,0.40,-447.18,219.98
US-2013-125948,PG-8820,2013-10-06,FUR-CH-10002780,Furniture,"Office Star Executive Leather Armchair, Black",1682.75,9,0.40,-813.49,219.84
IN-2014-33729,JS-6030,2014-05-07,FUR-BO-10004648,Furniture,"Sauder Library with Doors, Pine",1944.9,5,0.00,291.6,219.83
IN-2013-46252,SS-20590,2013-01-05,TEC-CO-10000447,Technology,"Canon Wireless Fax, Color",3040.8,8,0.00,1155.36,219.74
CA-2012-147830,CS-2490,2012-12-15,TEC-MA-10000418,Technology,Cubify CubeX 3D Printer Double Head Print,1799.99,2,0.70,-2639.99,219.62
MX-2012-122553,CM-2715,2012-06-11,TEC-CO-10002009,Technology,"Brother Wireless Fax, High-Speed",1003.35,4,0.00,178.95,219.53
CA-2014-140326,BM-1140,2014-05-09,FUR-BO-10000112,Furniture,"Bush Birmingham Collection Bookcase, Dark Cherry",825.17,9,0.30,-117.88,219.28
IN-2011-63598,RD-19720,2011-09-15,OFF-ST-10003306,Office Supplies,"Eldon File Cart, Single Width",808.73,7,0.10,-0.19,219.26
ES-2013-4653224,LD-17005,2013-12-26,TEC-CO-10004078,Technology,"Sharp Fax Machine, Laser",2764.33,11,0.15,-195.44,219.19
CA-2013-169670,EB-3705,2013-12-26,FUR-CH-10002331,Furniture,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,2563.06,8,0.10,313.26,219.15
EZ-2014-1650,RH-19555,2014-02-09,FUR-HON-10001851,Furniture,"Hon Executive Leather Armchair, Black",457.14,1,0.00,169.14,218.96
CA-2012-112452,JP-6135,2012-04-04,TEC-CO-10004202,Technology,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2,0.00,209.99,218.9
IN-2013-45636,PB-9210,2013-06-25,TEC-MA-10003492,Technology,"Okidata Printer, Wireless",1933.2,8,0.10,-128.88,218.82
ES-2011-1664904,LC-16960,2011-06-26,FUR-BO-10000160,Furniture,"Safco Library with Doors, Pine",704.05,2,0.10,312.91,218.81
IT-2014-5465876,JC-15385,2014-09-24,OFF-AP-10000162,Office Supplies,"Breville Microwave, Black",1355.13,5,0.10,-60.27,218.75
CA-2011-111871,IL-15100,2011-03-18,FUR-BO-10004218,Furniture,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10,0.15,70.49,218.62
CA-2012-164882,SW-10245,2012-10-31,TEC-PH-10001578,Technology,Polycom SoundStation2 EX Conference phone,1295.84,4,0.20,145.78,218.4
IN-2013-44075,CP-2340,2013-04-10,FUR-CH-10000783,Furniture,"Office Star Executive Leather Armchair, Adjustable",2819.52,6,0.00,338.22,218.16
IN-2012-10902,NS-18640,2012-08-11,TEC-PH-10002601,Technology,"Motorola Smart Phone, Cordless",2571.12,4,0.00,102.84,217.64
CT-2012-4590,TR-21325,2012-01-28,TEC-MEM-10002005,Technology,"Memorex Router, Erganomic",976.08,4,0.00,292.8,217.62
IN-2012-80069,NF-8385,2012-12-19,TEC-PH-10001187,Technology,"Cisco Signal Booster, with Caller ID",607.32,4,0.00,115.32,217.39
CA-2014-102379,TZ-21580,2014-03-12,FUR-CH-10004983,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1159.06,9,0.20,43.46,217.38
CA-2013-153598,TB-11055,2013-04-12,TEC-AC-10003870,Technology,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5,0.00,659.98,217.29
US-2014-116862,AJ-10795,2014-12-17,FUR-CH-10001897,Furniture,"Hon Executive Leather Armchair, Adjustable",1697.58,7,0.20,-63.76,217.03
IN-2011-62737,GH-14485,2011-11-16,FUR-BO-10001749,Furniture,"Bush Classic Bookcase, Traditional",2063.4,5,0.00,123.75,216.99
ES-2013-1752483,AG-10300,2013-10-18,TEC-CO-10001192,Technology,"HP Personal Copier, Digital",632.04,6,0.15,7.26,216.8
IN-2014-66573,EH-3945,2014-09-10,FUR-BO-10004665,Furniture,"Bush Classic Bookcase, Mobile",2906.4,7,0.00,1220.52,216.07
IN-2014-78396,JD-6150,2014-03-24,FUR-TA-10004744,Furniture,"Lesro Conference Table, with Bottom Storage",2572.74,3,0.00,1080.54,216.06
CA-2014-111738,KH-16360,2014-04-01,OFF-BI-10004584,Office Supplies,GBC ProClick 150 Presentation Binding System,2022.27,8,0.20,682.52,215.83
ES-2012-1139004,JB-6045,2012-12-31,OFF-AP-10000437,Office Supplies,"KitchenAid Refrigerator, Red",1583.82,3,0.00,126.63,215.73
CA-2012-137113,AH-585,2012-01-12,FUR-CH-10001215,Furniture,Global Troy Executive Leather Low-Back Tilter,2003.92,5,0.20,125.25,215.68
CA-2012-154746,MS-7530,2012-11-14,OFF-AP-10003057,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11,3,0.00,322.18,215.64
ID-2014-29641,HA-14905,2014-09-04,FUR-CH-10000602,Furniture,"Novimex Executive Leather Armchair, Red",1656.72,4,0.10,-110.52,215.54
IN-2014-64641,JG-15310,2014-04-10,TEC-CO-10002376,Technology,"Hewlett Fax Machine, Laser",2015.5,7,0.10,850.84,215.4
ES-2012-4411026,CD-1920,2012-10-11,TEC-MA-10004669,Technology,"Epson Inkjet, Wireless",2219.18,8,0.10,24.62,215.35
IN-2014-86663,TC-21535,2014-10-17,TEC-CO-10003019,Technology,"Brother Fax Machine, High-Speed",2533.92,8,0.00,278.64,215.33
US-2014-122420,PB-9105,2014-04-12,FUR-TA-10001572,Furniture,"Hon Wood Table, Rectangular",1410.4,5,0.20,-88.2,215.13
IN-2012-29522,AR-10405,2012-10-25,FUR-TA-10001786,Furniture,"Chromcraft Computer Table, with Bottom Storage",1773.72,5,0.20,44.22,215
BN-2011-2460,NK-18490,2011-09-21,TEC-NOK-10004278,Technology,"Nokia Signal Booster, Full Size",1377.9,10,0.00,289.2,214.97
MX-2011-116379,MG-7695,2011-11-11,TEC-PH-10004057,Technology,"Motorola Smart Phone, with Caller ID",2582.16,6,0.00,516.36,214.88
CA-2011-166891,AJ-10945,2011-04-10,FUR-CH-10003298,Furniture,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,0.10,-6.55,214.81
IT-2012-3641925,RS-19420,2012-03-13,TEC-PH-10003713,Technology,"Cisco Audio Dock, Cordless",1257.46,8,0.15,-29.66,214.54
US-2013-150140,SC-20770,2013-07-04,TEC-PH-10002555,Technology,Nortel Meridian M5316 Digital phone,1294.75,5,0.00,336.64,214.54
MX-2011-153710,LM-17065,2011-12-29,FUR-CH-10003941,Furniture,"Novimex Executive Leather Armchair, Adjustable",2429.44,8,0.00,534.4,214.42
CA-2014-145884,DP-13000,2014-10-22,TEC-PH-10000895,Technology,Polycom VVX 310 VoIP phone,1439.92,8,0.00,374.38,214.24
ES-2014-2067525,RD-9660,2014-01-28,FUR-BO-10004053,Furniture,"Dania Library with Doors, Metal",977.02,3,0.10,271.33,214.21
IT-2013-3453314,LB-16735,2013-11-13,FUR-CH-10002203,Furniture,"SAFCO Executive Leather Armchair, Black",2891.7,7,0.10,1188.81,214.13
CA-2013-131737,MZ-17515,2013-03-18,OFF-AP-10002945,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95,3,0.00,297.64,214.01
ID-2012-53959,ER-3855,2012-08-15,TEC-CO-10002350,Technology,"Canon Wireless Fax, Digital",2042.82,6,0.10,-136.26,213.93
MX-2014-130211,MS-17710,2014-07-14,TEC-CO-10003784,Technology,"HP Fax Machine, Laser",997.8,5,0.00,327.9,213.78
IN-2012-51173,LC-6960,2012-01-13,TEC-MA-10003351,Technology,"Okidata Card Printer, White",1411.34,9,0.10,486.05,213.5
IR-2012-2200,GZ-14545,2012-04-25,FUR-IKE-10001312,Furniture,"Ikea Classic Bookcase, Traditional",1647,4,0.00,625.8,213.37
IN-2012-14206,JK-5625,2012-07-05,TEC-CO-10000953,Technology,"HP Wireless Fax, Laser",972.57,3,0.10,194.43,213.19
ID-2013-29060,JJ-15760,2013-10-14,FUR-BO-10004541,Furniture,"Dania Library with Doors, Mobile",1313.71,4,0.10,102.07,213.19
IN-2011-34478,CA-2265,2011-08-08,TEC-CO-10003759,Technology,"Canon Fax Machine, Laser",1273.56,4,0.00,573,213.03
ES-2011-1058269,CC-2220,2011-12-17,TEC-PH-10004823,Technology,"Nokia Smart Phone, Full Size",1908.18,3,0.00,820.44,212.94
CA-2011-127614,KL-6555,2011-12-02,FUR-TA-10003715,Furniture,Hon 2111 Invitation Series Corner Table,1256.22,6,0.00,75.37,212.94
ID-2011-58229,CS-2175,2011-11-15,FUR-BO-10004707,Furniture,"Ikea Library with Doors, Traditional",2398.37,11,0.40,-1479.13,212.87
UP-2012-1620,KL-16555,2012-05-11,TEC-EPS-10003962,Technology,"Epson Card Printer, Durable",680.28,4,0.00,231.24,212.86
ES-2012-5100288,RD-9810,2012-07-01,TEC-CO-10004662,Technology,"Hewlett Fax Machine, Color",964.08,3,0.00,337.41,212.76
CA-2014-143112,AJ-945,2014-06-10,TEC-MA-10001047,Technology,"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96,4,0.00,1351.99,212.76
IN-2011-11105,CC-2685,2011-09-23,TEC-CO-10001654,Technology,"Hewlett Wireless Fax, Digital",1709.24,5,0.10,588.74,212.72
IZ-2012-4950,LO-17170,2012-08-28,FUR-CHR-10001018,Furniture,"Chromcraft Round Table, Rectangular",929.34,2,0.00,65.04,212.15
CA-2014-130036,DE-13255,2014-08-28,TEC-AC-10001908,Technology,Logitech Wireless Headset h800,1119.89,14,0.20,209.98,212.12
US-2011-135972,RF-9345,2011-09-21,TEC-CO-10002313,Technology,Canon PC1080F Personal Copier,1799.97,3,0.00,701.99,211.9
IN-2014-58138,SC-20020,2014-06-17,TEC-CO-10000794,Technology,"Hewlett Wireless Fax, High-Speed",2383.86,7,0.10,794.58,211.7
ES-2012-3196841,DW-13585,2012-05-06,TEC-CO-10002043,Technology,"Canon Wireless Fax, Digital",1891.5,5,0.00,832.2,211.56
MX-2013-121209,EM-4065,2013-03-05,OFF-AP-10003834,Office Supplies,"KitchenAid Stove, Red",912.24,3,0.20,68.4,211.55
MX-2013-113460,TD-20995,2013-02-10,TEC-CO-10003158,Technology,"Sharp Wireless Fax, Laser",947.22,4,0.00,377.7,211.55
ES-2011-3091823,BD-11320,2011-12-15,FUR-BO-10002892,Furniture,"Safco Classic Bookcase, Mobile",1983.02,5,0.10,616.82,211.36
MX-2012-123176,CW-11905,2012-10-25,TEC-PH-10002306,Technology,"Motorola Smart Phone, Full Size",2146.6,5,0.00,429.3,211.31
ES-2013-4165099,CK-2325,2013-02-18,TEC-CO-10004567,Technology,"Brother Fax Machine, Color",2879.82,9,0.00,1295.73,211.3
ES-2014-5617990,BP-11095,2014-11-09,FUR-TA-10004649,Furniture,"Barricks Round Table, Rectangular",1622.01,5,0.35,-623.94,211.17
ES-2013-1521931,DV-3465,2013-10-15,OFF-AP-10001593,Office Supplies,"Cuisinart Microwave, Red",1503.68,6,0.10,284,211.16
CA-2013-123540,MY-7380,2013-03-04,FUR-CH-10000847,Furniture,Global Executive Mid-Back Manager's Chair,1454.9,5,0.00,378.27,211.16
ID-2013-33421,PB-9150,2013-10-16,OFF-AP-10001931,Office Supplies,"Cuisinart Stove, Red",893.56,2,0.17,247.6,211.08
MX-2014-114874,AG-10390,2014-11-03,FUR-TA-10002519,Furniture,"Lesro Conference Table, with Bottom Storage",1143.44,2,0.00,320.16,210.8
MO-2014-4970,KW-16570,2014-09-17,TEC-CAN-10004839,Technology,"Canon Wireless Fax, Color",2280.6,6,0.00,136.8,210.65
MX-2011-106985,JF-5190,2011-04-11,OFF-AP-10004646,Office Supplies,"Hoover Refrigerator, Black",1401.84,4,0.00,126.16,210.64
ES-2014-2299862,GB-14575,2014-09-29,TEC-MA-10003078,Technology,"Epson Printer, White",2088.24,8,0.00,83.52,210.59
IN-2014-20870,MR-7545,2014-09-07,FUR-BO-10003301,Furniture,"Dania Floating Shelf Set, Metal",2194.53,13,0.00,438.75,210.22
ES-2012-5159841,MO-17950,2012-03-19,OFF-ST-10001547,Office Supplies,"Rogers Lockers, Industrial",1527.12,8,0.10,474.96,209.96
IN-2013-42521,TA-11385,2013-06-13,OFF-AP-10003511,Office Supplies,"Cuisinart Microwave, Black",972.62,7,0.50,-486.47,209.86
IT-2013-3376681,JM-5655,2013-08-31,TEC-MA-10004929,Technology,"Panasonic Printer, White",794.7,3,0.00,174.78,209.73
IN-2013-36564,JS-5880,2013-05-24,FUR-CH-10000602,Furniture,"Novimex Executive Leather Armchair, Red",2761.2,6,0.00,110.34,209.38
RS-2011-4850,HP-14815,2011-06-29,FUR-BUS-10001243,Furniture,"Bush Classic Bookcase, Pine",3312.24,8,0.00,1622.88,209.36
MX-2011-163300,CS-12400,2011-12-14,FUR-BO-10004725,Furniture,"Sauder Library with Doors, Metal",825.79,4,0.20,41.23,209.32
CA-2014-136448,DE-3255,2014-09-17,OFF-BI-10001359,Office Supplies,GBC DocuBind TL300 Electric Binding System,538.19,2,0.70,-412.62,209.3
IN-2013-46798,JD-6015,2013-12-08,TEC-PH-10002936,Technology,"Nokia Smart Phone, Full Size",3180.3,5,0.00,381.6,209.29
IN-2012-63255,CR-2730,2012-10-09,FUR-CH-10002573,Furniture,"Office Star Executive Leather Armchair, Adjustable",1860,4,0.00,316.2,209.07
IN-2013-19176,RC-9960,2013-11-06,TEC-PH-10003856,Technology,"Motorola Smart Phone, with Caller ID",2582.16,4,0.00,361.44,208.88
IN-2013-18805,AO-10810,2013-10-24,TEC-PH-10002742,Technology,"Motorola Audio Dock, Cordless",881.1,5,0.00,184.95,208.56
ES-2013-3346035,TB-11250,2013-11-06,TEC-PH-10001396,Technology,"Nokia Smart Phone, Cordless",1622.18,3,0.15,324.38,208.39
ES-2012-2058076,RA-9285,2012-09-20,TEC-MA-10004772,Technology,"Konica Inkjet, White",1677.19,6,0.10,521.77,208.31
IN-2014-50669,MG-8205,2014-05-15,TEC-PH-10002806,Technology,"Apple Audio Dock, VoIP",1001.88,6,0.00,230.4,208.13
US-2011-106992,MY-8295,2011-09-19,TEC-MA-10003353,Technology,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.96,7,0.40,-252,208.09
ES-2011-4665208,SR-20425,2011-10-12,OFF-AP-10000717,Office Supplies,"Hoover Microwave, Black",554.53,2,0.10,-0.05,207.93
MX-2013-151568,BT-1530,2013-10-18,TEC-PH-10002815,Technology,"Samsung Smart Phone, VoIP",2120.8,5,0.00,275.7,207.89
IR-2013-9980,LS-7245,2013-11-29,TEC-CIS-10003501,Technology,"Cisco Signal Booster, Full Size",1531.2,10,0.00,45.9,207.81
QA-2014-940,AB-10255,2014-12-24,TEC-CAN-10004913,Technology,"Canon Copy Machine, Laser",1572.84,6,0.00,141.48,207.49
IN-2012-21206,TH-21115,2012-06-02,FUR-BO-10000035,Furniture,"Dania Classic Bookcase, Pine",1236.33,3,0.00,519.21,207.44
CA-2013-160717,LC-6885,2013-07-06,TEC-PH-10001459,Technology,Samsung Galaxy Mega 6.3,3023.93,9,0.20,226.79,207.32
IN-2014-50473,AC-660,2014-08-28,TEC-CO-10001654,Technology,"Hewlett Wireless Fax, Digital",759.66,2,0.00,311.46,207.21
ID-2013-13086,EM-14095,2013-09-02,FUR-TA-10000207,Furniture,"Chromcraft Round Table, Fully Assembled",2951.99,9,0.30,-632.8,206.92
CA-2014-157987,BO-11350,2014-03-09,FUR-CH-10003379,Furniture,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,5,0.10,213.74,206.87
IT-2011-1939979,DM-3015,2011-12-05,FUR-TA-10003527,Furniture,"Chromcraft Wood Table, with Bottom Storage",627.28,2,0.35,-135.14,206.61
CA-2013-120369,DD-13570,2013-10-29,FUR-FU-10003806,Furniture,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8,5,0.00,75.68,206.61
AL-2013-3830,KN-16705,2013-12-08,TEC-CIS-10000436,Technology,"Cisco Speaker Phone, with Caller ID",553.92,4,0.00,22.08,206.56
ES-2014-5766954,HM-14980,2014-06-24,TEC-PH-10000160,Technology,"Motorola Smart Phone, with Caller ID",3873.24,6,0.00,890.82,206.54
IN-2014-29774,FM-4215,2014-01-31,TEC-CO-10001626,Technology,"Brother Copy Machine, Color",791.19,3,0.00,126.54,206.41
IN-2014-51684,JO-15145,2014-05-26,FUR-BO-10004771,Furniture,"Ikea Classic Bookcase, Traditional",2470.5,6,0.00,518.76,206.39
MX-2011-150441,TC-11535,2011-10-26,TEC-PH-10000419,Technology,"Apple Smart Phone, Full Size",2120.7,5,0.00,63.6,206.33
IN-2014-86684,JK-15205,2014-01-28,FUR-BO-10000892,Furniture,"Bush Corner Shelving, Mobile",759.06,6,0.00,15.12,206.28
